title,price,condition,year,trim,colour,transmission,drivetrain,fuel,kilometers,postal_code,date_posted,url
 2021 Toyota RAV4 Prime XSE,74995.,Used,2021,XSE,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"13,599",K7M 4Y3,2022-07-07,https://www.kijiji.ca/v-cars-trucks/kingston-on/2021-toyota-rav4-prime-xse/m4224963
2019 Toyota Rav4 Trail,34162.,Used,2019,Trail,Blue,Automatic,All-wheel drive (AWD),Other,"60,006",L6T 5V8,2022-07-14,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-trail/m4276308
2008 Toyota RAV4 4WD 4dr I4 Sport,9999.,Used,2008,4WD 4dr I4 Sport,Grey,Automatic,Front-wheel drive (FWD),Other,"230,967",L2R 2P8,2022-04-22,https://www.kijiji.ca/v-cars-trucks/st-catharines/2008-toyota-rav4-4wd-4dr-i4-sport/m3685025
2015 Toyota RAV4 LE NEW ARRIVAL *MP3 AUDIO *KEYLESS ENTRY *HE...,23499.,Used,2015,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"108,231",L7A 1A9,2022-06-09,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-toyota-rav4-le-new-arrival-mp3-audio-keyless-entry-he/m4012165
2015 Toyota RAV4 LE AWD BACKUP CAMERA BLUETOOTH HEATED SEATS ALLOYS CRUISE,15495.,Used,2015,LE AWD BACKUP CAMERA BLUETOOTH HEATED SEATS ALLOYS CRUISE,Silver,Automatic,All-wheel drive (AWD),Other,"207,518",L9T 3J2,2022-03-23,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2015-toyota-rav4-le-awd-backup-camera-bluetooth-heated-seats-alloys-cruise/m3477937
"2017 Toyota RAV4 Limited AWD, Leather, Navigation, Sunroof",34888.,Used,2017,"Limited AWD, Leather, Navigation, Sunroof, Radar Cruise, & Much More!",White,Automatic,All-wheel drive (AWD),Gasoline,"47,000",N1H 6J4,2022-05-26,https://www.kijiji.ca/v-cars-trucks/guelph/2017-toyota-rav4-limited-awd-leather-navigation-sunroof/m3906023
 2017 Toyota RAV4 SE,31495.,Used,2017,SE,Black,Automatic,All-wheel drive (AWD),Gasoline,"93,505",N0A 1E0,2022-07-21,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-toyota-rav4-se/m4343150
"2018 Toyota RAV4 LE AWD, Revers Camera, Heated Seats & More",31995.,Used,2018,"LE AWD, Revers Camera, Heated Seats & More!",Red,Automatic,All-wheel drive (AWD),Gasoline,"49,436",N1H 6J4,2022-06-09,https://www.kijiji.ca/v-cars-trucks/guelph/2018-toyota-rav4-le-awd-revers-camera-heated-seats-more/m4010654
 2016 Toyota RAV4 LE ~ AWD ~ REAR CAMERA ~ HTD SEATS ~ NO ACCIDENTS,22900.,Used,2016,LE ~ AWD ~ REAR CAMERA ~ HTD SEATS ~ NO ACCIDENTS,White,Automatic,All-wheel drive (AWD),Gasoline,"124,100",M3J 2N8,2022-06-21,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-le-awd-rear-camera-htd-seats-no-accidents/m4094261
"2018 Toyota RAV4 XLE w/ Toyota Safety Sense, Backup Cam, Moonroof",28990.,Used,2018,"XLE w/ Toyota Safety Sense, Backup Cam, Moonroof",Silver,Automatic,Front-wheel drive (FWD),Other,"59,503", M8Z5S8,2022-03-10,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-xle-w-toyota-safety-sense-backup-cam-moonroof/m3387861
2019 Toyota RAV4 LE,36864.,Used,2019,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"32,363",P7B 2R8,2022-06-23,https://www.kijiji.ca/v-cars-trucks/thunder-bay/2019-toyota-rav4-le/m4129337
"2017 Toyota RAV4 SE AWD- Leather, Sunroof, Radar Cruise, & More",31998.,Used,2017,"SE AWD- Leather, Sunroof, Radar Cruise, & More!",Blue,Automatic,All-wheel drive (AWD),Gasoline,"72,000",N1H 6J4,2022-06-16,https://www.kijiji.ca/v-cars-trucks/guelph/2017-toyota-rav4-se-awd-leather-sunroof-radar-cruise-more/m4057247
2019 Toyota RAV4 LE AWD PRICED LOW TO SELL. ALL NEW TIRES LANE ASSIST AND MORE,31499.,Used,2019,LE AWD PRICED LOW TO SELL. ALL NEW TIRES LANE ASSIST AND MORE,Red,Automatic,All-wheel drive (AWD),Other,"71,900",L6H 7G5,2022-05-05,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-le-awd-priced-low-to-sell-all-new-tires-lane-assist-and-more/m3769392
 2018 Toyota RAV4 LE,29000.,Used,2018,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"89,000",N2L 5Z6,2022-07-07,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2018-toyota-rav4-le/m4222767
2016 Toyota RAV4 LE - Local Trade - AWD,23998.,Used,2016,LE - Local Trade - AWD,White,,All-wheel drive (AWD),Other,"101,536",K6J 3E5,2022-07-21,https://www.kijiji.ca/v-cars-trucks/cornwall-on/2016-toyota-rav4-le-local-trade-awd/m4342702
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-awd-backup-cam-heated-seats-bluetooth/m4275398
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-w-backup-cam-touchscreen-toyota-safety-sense/m4008958
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rav4-limited-2-5-l-awd-6-speed-automatic/m3155594
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2016-toyota-rav4-limited-w-nav-cam-sensors/m3416986
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-awd-backup-cam-heated-seats-bluetooth/m3904713
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-hybrid-clean-carfax-hybrid-se/m4341310
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-xle-awd-leather-sunroof-backup-cam-carplay/m4221375
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-hybrid-xle-clean-carfax-hybrid-xle-all/m4341258
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-xle/m4341083
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-le/m4220795
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-hybrid-le-w-apple-carplay-toyota-safety-sense-2-0/m4119764
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-2-5l-awd-w-203-hp-17-alloys-blind-monitor-sunroof/m4090420
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2006-toyota-rav4-limited-4-cyl-white/1625970924
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2018-toyota-rav4-le-htd-seats-camera-cruise-control/m3473485
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2013-toyota-rav4-le-extra-set-of-tires-on-rims-excellent-conditio/m4054176
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-fwd-4dr-le/m4340155
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-htd-seats-camera-cruise-control/m3473455
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-rav4-hybrid-xle/1625964350
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-rav4-le-w-carplay-backup-cam-heated-front-seats/m3474552
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le-w-toyota-safety-sense-backup-cam-touchscreen/m4119731
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2018-toyota-rav4-limited/m3965144
2018 Toyota RAV4 LE,28295.,Used,2018,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"85,451",K2H 5Z2,2022-04-15,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3645378
 2016 Toyota RAV4 LE,24500.,Used,2016,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"110,937",N2L 5Z6,2022-05-06,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-toyota-rav4-le/m3781770
2019 Toyota RAV4 LE AWD LOADED NO ACCIDENTS,32499.,Used,2019,LE AWD LOADED NO ACCIDENTS,White,Automatic,All-wheel drive (AWD),Other,"78,744",N1H 6J2,2022-05-18,https://www.kijiji.ca/v-cars-trucks/guelph/2019-toyota-rav4-le-awd-loaded-no-accidents/m3857145
2019 Toyota RAV4 Limited AWD Navi 360 Camera Leather Sunroof,42980.,Used,2019,Limited AWD Navi 360 Camera Leather  Sunroof,Other,Automatic,4 x 4,Other,"43,809",J8P 1G2,2022-04-27,https://www.kijiji.ca/v-cars-trucks/gatineau/2019-toyota-rav4-limited-awd-navi-360-camera-leather-sunroof/m3710922
2014 Toyota RAV4 BACK UP CAM | HEATED SEATS | BLUE TOOTH |,19888.,Used,2014,BACK UP CAM | HEATED SEATS | BLUE TOOTH |,Silver,Automatic,Front-wheel drive (FWD),Other,"138,364",M1R 2Y5,2022-07-02,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4-back-up-cam-heated-seats-blue-tooth/m4191514
2009 Rav 4 sports,8600.,Used,2009,,Burgundy,Automatic,All-wheel drive (AWD),Gasoline,"265,000", ON L9K,2022-07-21,https://www.kijiji.ca/v-cars-trucks/hamilton/2009-rav-4-sports/1625952018
"2018 Toyota RAV4 LE W/ Backup Cam, Touchscreen, Toyota Safety Sense",26990.,Used,2018,"LE W/ Backup Cam, Touchscreen, Toyota Safety Sense",Grey,Automatic,Front-wheel drive (FWD),Other,"79,169",N6B 1Z2,2022-06-08,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le-w-backup-cam-touchscreen-toyota-safety-sense/m4005297
2018 Toyota RAV4 Limited,33999.,Used,2018,Limited,Black,Automatic,All-wheel drive (AWD),Gasoline,"73,045",J8M 1Y7,2022-06-08,https://www.kijiji.ca/v-cars-trucks/gatineau/2018-toyota-rav4-limited/m4005148
2016 Rav 4 XLE,26500.,Used,2016,XLE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"108,000",L5M 7Y6,2022-07-20,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-rav-4-xle/1625938398
2017 Toyota RAV4 LE LE FWD with Clean Carfax and One Owner,26588.,Used,2017,LE,Red,Automatic,Front-wheel drive (FWD),Gasoline,"80,099",L6L 6L4,2022-06-27,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-le-le-fwd-with-clean-carfax-and-one-owner/m4159207
2019 Toyota RAV4 Limited Limited AWD Fully Loaded with New Re...,40588.,Used,2019,Limited,Black,Automatic,All-wheel drive (AWD),Gasoline,"61,235",L6L 6L4,2022-07-08,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-limited-limited-awd-fully-loaded-with-new-re/m4232772
2017 Toyota RAV4 LE LE FWD with Low Kilometers,25588.,Used,2017,LE,Silver,Automatic,Front-wheel drive (FWD),Gasoline,"49,800",L6L 6L4,2022-07-10,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-le-le-fwd-with-low-kilometers/m4249695
" 2017 Toyota RAV4 LE - HEATED SEATS, REAR CAMERA, BLUETOOTH!",25300.,Used,2017,"LE - HEATED SEATS, REAR CAMERA, BLUETOOTH!",Silver,Automatic,Front-wheel drive (FWD),Other,"66,761",N8W 1K1,2022-04-05,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2017-toyota-rav4-le-heated-seats-rear-camera-bluetooth/m3579290
2019 Toyota RAV4 XLE XLE FWD with Low Kilometers and Clean Ca...,36888.,Used,2019,XLE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"47,581",L6L 6L4,2022-06-26,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-xle-xle-fwd-with-low-kilometers-and-clean-ca/m4155352
Wanted: LOOKING TO BUY A TOYOTA - ANY TOYOTA - TOP DOLLAR PAID IN CASH,,Used,2010,,,,,,"100,000","awa, ON",2022-07-20,https://www.kijiji.ca/v-cars-trucks/ottawa/looking-to-buy-a-toyota-any-toyota-top-dollar-paid-in-cash/1604847185
2021 Toyota RAV4 Limited Edition AWD,43999.,Used,2021,Limited,Red,Automatic,All-wheel drive (AWD),Gasoline,"15,866",L6W 1X8,2022-07-20,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-limited-edition-awd/1623305658
 2004 Toyota RAV4 4DR AUTO 4WD,6995.,Used,2004,4DR AUTO 4WD,Grey,Automatic,4 x 4,Gasoline,"200,000",L8H 1B1,2022-07-20,https://www.kijiji.ca/v-cars-trucks/hamilton/2004-toyota-rav4-4dr-auto-4wd/m4337543
2004 Toyota Rav4,4500.,Used,2004,,Silver,Automatic,All-wheel drive (AWD),Gasoline,"292,000", Canada,2022-07-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2004-toyota-rav4/1625912191
 2019 Toyota RAV4 LE,29795.,Used,2019,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"150,596",N0A 1E0,2022-06-02,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-toyota-rav4-le/m3965107
 2016 Toyota RAV4 XLE AUT0 A/C P/SUNROOF H/SEATS REAR CAMERA,22500.,Used,2016,XLE AUT0 A/C P/SUNROOF H/SEATS REAR CAMERA,Black,Automatic,Front-wheel drive (FWD),Gasoline,"146,461",M3J 2G4,2022-06-18,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-xle-aut0-a-c-p-sunroof-h-seats-rear-camera/m4078910
 2017 Toyota RAV4 LE AUT0 A/C H/SEATS L/DEPARTURE BACKUP CAMERA,21990.,Used,2017,LE AUT0 A/C H/SEATS L/DEPARTURE BACKUP CAMERA,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"136,771",M3J 2G4,2022-06-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-le-aut0-a-c-h-seats-l-departure-backup-camera/m4087901
2016 Toyota RAV 4 LE,18450.,Used,2016,LE,Red,Automatic,,Gasoline,"148,000","L3T, CA",2022-07-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav-4-le/m4337818
 2018 Toyota RAV4 AWD Limited,34988.,Used,2018,AWD Limited,Other,Automatic,All-wheel drive (AWD),Other,"82,373",M6A 2S6,2022-07-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-limited/m4326963
 2020 Toyota RAV4 Limited AWD,44043.,Used,2020,Limited AWD,Other,Automatic,All-wheel drive (AWD),Other,"76,140",M6A 2S6,2022-07-07,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-limited-awd/m4223770
 2019 Toyota RAV4 AWD XLE,37064.,Used,2019,AWD XLE,Other,Automatic,All-wheel drive (AWD),Other,"79,721",M6A 2S6,2022-06-29,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-awd-xle/m4172272
 2016 Toyota RAV4 FWD 4dr LE,24091.,Used,2016,FWD 4dr LE,Other,Automatic,Front-wheel drive (FWD),Other,"110,452",M6A 2S6,2022-06-30,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-fwd-4dr-le/m4180189
 2018 Toyota RAV4 AWD XLE,31751.,Used,2018,AWD XLE,Other,Automatic,All-wheel drive (AWD),Other,"61,431",M6A 2S6,2022-05-21,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-xle/m3880701
" 2020 Toyota RAV4 LE MODEL, AWD, HEATED SEATS, LDW, REARVIEW CAMERA",34999.,Used,2020,"LE MODEL, AWD, HEATED SEATS, LDW, REARVIEW CAMERA",Red,Automatic,All-wheel drive (AWD),Gasoline,"88,640",M3J 1M6,2022-05-21,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-model-awd-heated-seats-ldw-rearview-camera/m3882453
2017 Toyota RAV4 SE | SAFETY CERTIFIED | AWD,28990.,Used,2017,SE,Black,Automatic,All-wheel drive (AWD),Gasoline,"109,933",L4E 3N7,2022-07-20,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2017-toyota-rav4-se-safety-certified-awd/m4333685
2018 Toyota RAV4 XLE,29888.,Used,2018,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"106,078",J8M 1Y7,2022-05-25,https://www.kijiji.ca/v-cars-trucks/gatineau/2018-toyota-rav4-xle/m3899814
2012 Toyota RAV4 4WD 4DR I4 Base,14000.,Used,2012,4WD 4DR I4 BASE,Grey,Automatic,4 x 4,Other,"168,473",L4S 1K9,2022-07-20,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2012-toyota-rav4-4wd-4dr-i4-base/m4334865
2017 Toyota RAV4 LE,24888.,Used,2017,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"76,107",J8M 1Y7,2022-07-20,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4-le/m4333994
2019 Toyota RAV4 XLE HEATED STEERING WHEEL | BSM | PUSH START...,37388.,Used,2019,XLE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"25,780",L3P 1B9,2022-07-20,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-toyota-rav4-xle-heated-steering-wheel-bsm-push-start/m4331115
2019 Toyota RAV4 Limited,41950.,Used,2019,Limited,Silver,Automatic,All-wheel drive (AWD),Gasoline,"53,249",L7G 4B5,2022-07-20,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-limited/m4330549
2020 Toyota RAV4 Hybrid Hybrid AWD,53888.,Used,2020,Hybrid  AWD,Blue,Automatic,All-wheel drive (AWD),Hybrid-Electric,"14,963",K2B 6R7,2022-07-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-hybrid-hybrid-awd/m4189873
"2019 Toyota RAV4 XLE w/ CarPlay, Moonroof, Backup Cam",37790.,Used,2019,"XLE w/ CarPlay, Moonroof, Backup Cam",Silver,Automatic,All-wheel drive (AWD),Other,"58,552", M8Z5S8,2022-02-02,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-xle-w-carplay-moonroof-backup-cam/m3147567
2020 Toyota RAV4 XLE,42945.,Used,2020,XLE,Black,Automatic,All-wheel drive (AWD),Gasoline,"33,841",K2G 1E3,2022-03-17,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m3437249
2020 Toyota RAV4 XLE,44559.,Used,2020,XLE,White,Automatic,All-wheel drive (AWD),Gasoline,"14,222",K2G 1E3,2022-07-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m4187432
2020 Toyota RAV4 XLE,41559.,Used,2020,XLE,Other,Automatic,All-wheel drive (AWD),Gasoline,"44,752",K2G 1E3,2022-04-04,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m3568855
2017 Toyota RAV4 LE,27059.,Used,2017,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"135,164",K2G 1E3,2022-07-19,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-le/m4314126
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-hybrid-le/m4196542
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kingston-on/2020-toyota-rav4-trail-sunroof-back-up-cam-heated-cooling/m3630949
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-xle-heated-seats-leather-cam/m3305668
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-trail-new-arrival-heated-seats-moonroof-r/m4003304
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2017-toyota-rav4-awd-4dr-se/m4134979
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-toyota-rav4-le/m3781770
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3645378
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2020-toyota-rav4-awd-back-up-camera-htd-seats-no-accidents/m4221788
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/guelph/2019-toyota-rav4-le-awd-loaded-no-accidents/m3857145
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-xle-w-carplay-heated-front-seats-cam/m2960720
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2018-toyota-rav4-le-le-fwd-auto-ac-power-group/m4327091
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-toyota-rav4-le/m3898779
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kingston-on/2017-toyota-rav4-le-back-up-cam-heated-seats-hands-free/m3478265
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-le/m4326534
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-hybrid-se/m4326201
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2015-toyota-rav4-xle/m4267702
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le-backup-camera-keyless-entry/m4325662
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-se-awd-navi-sunroof-leather-tech-features/m3075123
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-hybrid-le-awd-blindspot-camera-carplay-fcw/m3380958
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-xle/m3584852
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2017-toyota-rav4-other/m4003040
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le-w-heated-front-seats-cam-toyota-safety-sense/m3416847
 2015 Toyota RAV4 Limited,24995.,Used,2015,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"120,652",L1S 6M3,2022-05-11,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2015-toyota-rav4-limited/m3808784
 2020 Toyota RAV4 LE,36999.,Used,2020,LE,Black,Automatic,All-wheel drive (AWD),Gasoline,"52,905",K2T 1L3,2022-04-06,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-le/m3586399
2021 Toyota RAV4 LE BACK UP CAMERA / HEATED SEATS,37299.,Used,2021,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"29,551",M6N 1K8,2022-06-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-toyota-rav4-le-back-up-camera-heated-seats/m4084759
2019 Toyota RAV4 LIMITED - AWD! ROOF! LEATHER! NAV!,38995.,Used,2019,LIMITED,Grey,,All-wheel drive (AWD),Other,"51,065",K8N 0L9,2022-03-09,https://www.kijiji.ca/v-cars-trucks/belleville/2019-toyota-rav4-limited-awd-roof-leather-nav/m3378296
"2018 Toyota RAV4 LE AWD, Reverse Camera, Heated Seats & More",30995.,Used,2018,"LE AWD, Reverse Camera, Heated Seats & More!",Grey,Automatic,All-wheel drive (AWD),Gasoline,"77,123",N1H 6J4,2022-06-01,https://www.kijiji.ca/v-cars-trucks/guelph/2018-toyota-rav4-le-awd-reverse-camera-heated-seats-more/m3950501
"2018 Toyota RAV4 LE AWD- Revers Camera, Heated Seats & More",30995.,Used,2018,"LE AWD- Revers Camera, Heated Seats & More!",Black,Automatic,All-wheel drive (AWD),Gasoline,"85,965",N1H 6J4,2022-06-08,https://www.kijiji.ca/v-cars-trucks/guelph/2018-toyota-rav4-le-awd-revers-camera-heated-seats-more/m4002122
"2017 Toyota RAV4 LE AWD, Reverse Camera, Heated Seats",26998.,Used,2017,"LE AWD, Reverse Camera, Heated Seats, Lane Departure Warning, & More!",Red,Automatic,All-wheel drive (AWD),Gasoline,"106,000",N1H 6J4,2022-05-25,https://www.kijiji.ca/v-cars-trucks/guelph/2017-toyota-rav4-le-awd-reverse-camera-heated-seats/m3897336
2015 Toyota RAV4 Limited,21995.,Used,2015,Limited,Silver,Automatic,All-wheel drive (AWD),Gasoline,"137,000",K2H 5Z2,2022-05-21,https://www.kijiji.ca/v-cars-trucks/ottawa/2015-toyota-rav4-limited/m3879391
"2017 Toyota RAV4 Hybrid Limited AWD, New tires & Brakes",35998.,Used,2017,"Limited AWD, New tires & Brakes Leather, Sunroof, Navigation, Power Liftgate, Lane Departure Warning",Black,Automatic,All-wheel drive (AWD),Hybrid-Electric,"75,000",N1H 6J4,2022-03-30,https://www.kijiji.ca/v-cars-trucks/guelph/2017-toyota-rav4-hybrid-limited-awd-new-tires-brakes/m3525482
2018 Toyota RAV4 LE / Clean Carfax / Low Kms!,30996.,Used,2018,LE / Clean Carfax / Low Kms!,Red,Automatic,Front-wheel drive (FWD),Other,"32,000",L5G 2S6,2022-06-20,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rav4-le-clean-carfax-low-kms/m4084671
2010 Toyota RAV4 Limited V6,6500.,Used,2010,Limited V6,Black,Automatic,4 x 4,Gasoline,"307,283",K1V 8S2,2022-05-18,https://www.kijiji.ca/v-cars-trucks/ottawa/2010-toyota-rav4-limited-v6/m3852979
2020 Toyota RAV4 Hybrid Limited - CHROME! LEATHER! NAV! ROOF!...,51995.,Used,2020,Limited,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"21,751",K8N 0L9,2022-06-08,https://www.kijiji.ca/v-cars-trucks/belleville/2020-toyota-rav4-hybrid-limited-chrome-leather-nav-roof/m4000430
2018 Toyota RAV4 XLE,36995.,Used,2018,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"63,860",N7M 1R2,2022-05-21,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2018-toyota-rav4-xle/m3877837
2016 Toyota RAV4 Limited,26995.,Used,2016,Limited,White,Automatic,All-wheel drive (AWD),Other,"108,645",K1T 1N3,2022-07-06,https://www.kijiji.ca/v-cars-trucks/ottawa/2016-toyota-rav4-limited/m4211209
"2020 Toyota RAV4 LE W/ CarPlay, Backup Cam, Heated Front Seats",34590.,Used,2020,"LE W/ CarPlay, Backup Cam, Heated Front Seats",Grey,Automatic,All-wheel drive (AWD),Other,"48,564", M8Z5S8,2022-03-23,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-w-carplay-backup-cam-heated-front-seats/m3474788
